#UTest
#yaml:
#    date: 2022-12-02 14:14:57
#    transit_version: v3.2.6
#    app_or_command_line: app
#    console_command: |
#        transit 
#    stats:
#       number_of_significant_genes: 2
#    parameters:
#       normalization: TTR
#       control_condition: Glycerol
#       experimental_condition: Cholesterol
#       n_terminus: 0.0
#       c_terminus: 0.0
#       LOESS: false
#       ignore_codon: true
#       significance_threshold: 0.05
#    
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Log 2 FC	U Statistic	P Value	Adj P Value
Rv0036c	-	hypothetical protein Rv0036c 	4	313.751141574802	467.33093455657047	0.5748238300030044	24.0	0.4778582583892287	1.0
Rv0037c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	234.79529874060836	218.08386703008537	-0.1065204728099468	798.0	0.1257031562899127	1.0
Rv0038	-	hypothetical protein Rv0038 	7	347.5845980102254	332.81131191685773	-0.06265968556414406	72.0	1.0	1.0
Rv0039c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	747.4527195859305	555.0227542379434	-0.4294354051919092	12.0	0.4	1.0
Rv0040c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) 	9	142.36718466570827	104.91592978189531	-0.4403829020905391	98.0	0.18510063510306096	1.0
Rv0041	leuS	leucyl-tRNA synthetase 	72	0	0	0	0.0	1.0	1.0
Rv0042c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) 	5	15.15005512305418	56.249806588863535	1.8925250928158153	27.0	0.6495951318802189	1.0
Rv0043c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	10	54.37519784264495	86.10306431515713	0.6631158374316157	137.5	0.7557826939877224	1.0
Rv0044c	-	POSSIBLE OXIDOREDUCTASE 	20	183.82844663246783	180.14153037717995	-0.029229211627788625	586.0	0.5315795187187031	1.0
Rv0045c	-	POSSIBLE HYDROLASE 	7	260.25808979896374	222.60344477424746	-0.225467090135075	112.5	0.5634295396786397	1.0
Rv0046c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) 	16	0	0	0	0.0	1.0	1.0
Rv0047c	-	hypothetical protein Rv0047c 	7	31.633448430755596	159.34994911425787	2.3326758175621034	13.0	0.4935627897033893	1.0
Rv0048c	-	POSSIBLE MEMBRANE PROTEIN 	16	297.4144154674117	332.38291073473897	0.16037163322832565	433.0	0.8267303944377334	1.0
Rv0049	-	hypothetical protein Rv0049 	8	240.8008761472902	180.03275035241018	-0.4195812654626665	90.0	0.3577337461959398	1.0
Rv0050	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) 	37	76.45027816221071	54.456203333723806	-0.4894253490760785	480.0	0.6922119017187127	1.0
Rv0051	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	120.55952956158598	136.33386461793637	0.17739827206753747	954.5	0.9187137813973061	1.0
Rv0052	-	hypothetical protein Rv0052 	7	150.73388177436968	200.72464693454322	0.4132140351954862	67.0	0.8152954227295541	1.0
Rv0053	rpsF	30S ribosomal protein S6 	6	0	0	0	0.0	1.0	1.0
Rv0054	ssb	single-strand DNA-binding protein 	5	0	0	0	0.0	1.0	1.0
Rv0055	rpsR	30S ribosomal protein S18 	4	0.0	19.40008135260593	4.350503000357031	1.5	1.0	1.0
Rv0056	rplI	50S ribosomal protein L9 	7	40.60014772250823	22.000059472396625	-0.8839775528569495	51.5	0.9403772160354532	1.0
Rv0057	-	hypothetical protein Rv0057 	15	166.47203427529504	158.14256263783685	-0.07405413029551426	108.0	0.6948193834247143	1.0
Rv0058	dnaB	replicative DNA helicase 	39	0	0	0	0.0	1.0	1.0
Rv0059	-	hypothetical protein Rv0059 	20	267.2186193263375	222.87754515441173	-0.2617692629550579	731.0	0.09228473463868025	1.0
Rv0060	-	hypothetical protein Rv0060 	23	232.0008441286185	204.59921362440235	-0.1813294544622329	2.0	1.0	1.0
Rv0061	-	hypothetical protein Rv0061 	6	309.8011272027845	152.44372980619482	-1.0230655815556051	50.0	0.09808351682959188	1.0
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	159.43742221388928	178.06951456518595	0.15945025875584365	728.0	0.9587639691456011	1.0
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	645.7970865568426	770.3363098650808	0.2544074960615571	665.5	0.6014757276213183	1.0
Rv0064	-	hypothetical protein Rv0064 	68	101.83990542538426	112.53392319484894	0.14405698084177915	3853.5	0.6649941900885248	1.0
Rv0065	-	hypothetical protein Rv0065 	8	91.76033386742256	198.31925239014188	1.111882192296332	48.0	0.916881843910189	1.0
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	0.0	4.30001803176317	2.405997268032639	1.5	1.0	1.0
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	94.9203453650365	81.28483595948434	-0.22373111339470694	40.0	0.4773571159785245	1.0
Rv0068	-	short chain dehydrogenase 	12	308.7677901096829	220.56034958331495	-0.4853488029830135	124.0	0.28595964044529654	1.0
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	5717.945804586771	14231.226913051265	1.31549119481675	156.0	0.3251417643626683	1.0
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	141.61480097580016	127.77293205329974	-0.14838981547671729	377.5	0.830428476505682	1.0
Rv0071	-	POSSIBLE MATURASE 	8	702.6358898544755	564.319170146182	-0.31626591035177043	80.0	0.6967400036613405	1.0
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	304.0164907709304	276.8400380094998	-0.13509697398603634	375.0	0.5469752924047695	1.0
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	306.5411153413221	228.16463127251188	-0.4260054198544497	475.5	0.7393239933506266	1.0
Rv0074	-	hypothetical protein Rv0074 	19	84.01363901462214	96.12140717368068	0.19423421087462459	467.0	0.8228842143136543	1.0
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	235.78181026651103	221.56978711495066	-0.08969125246718916	859.0	0.855993085442971	1.0
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	135.33382574169408	208.50782692285784	0.6235790643641353	19.0	0.9424162396477811	1.0
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	171.3733508098976	164.16570062620235	-0.06199004820637451	232.0	0.84093737907202	1.0
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	0.0	29.17499774675684	4.915281758137987	16.0	0.09831118557969544	1.0
Rv0078A	-	hypothetical protein Rv0078A 	10	112.78929926961716	127.49695043921764	0.1768325396009934	134.0	0.4265105562575999	1.0
Rv0079	-	hypothetical protein Rv0079 	14	316.38448448948026	375.5491998210775	0.2473230725090191	303.0	0.7880764435800774	1.0
Rv0080	-	hypothetical protein Rv0080 	4	308.47612238179136	453.5420275677078	0.556077422813952	28.0	0.7389577133157557	1.0
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	393.5264318349766	340.0868323865951	-0.2105573916142287	35.0	0.8198142414860682	1.0
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	218.17579382655748	232.94327617082473	0.09448764176642702	26.0	0.6031356194905233	1.0
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	145.2847391407982	163.5985073390914	0.17127641654420755	718.0	0.9739174022596655	1.0
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	46.80017028111787	141.6530209821227	1.597775685736458	87.0	0.1616313001010582	1.0
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	180.60065711046767	98.86237455651576	-0.8693096782106395	12.0	0.4	1.0
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	79.33665230056636	35.5680836119632	-1.1574042777160858	264.0	0.638442508466387	1.0
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	37.78902638321031	71.27216719620701	0.9153714448299201	138.0	0.46912053727762715	1.0
Rv0088	-	hypothetical protein Rv0088 	14	208.95076026152944	108.61867039766817	-0.94389089943858	42.0	0.36864278062566236	1.0
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	176.93397710268775	92.46369478626305	-0.9362522012527879	203.0	0.2459765482727574	1.0
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	111.33373841804392	147.56633888346155	0.40647281692390286	160.5	0.9772992614550149	1.0
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	367.35689217339007	280.4386451703477	-0.38949717187326227	200.0	0.28538449718407133	1.0
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	112.267075147297	127.37906498174043	0.1821933002024908	1163.0	0.9447623384808711	1.0
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	15.38338930536745	96.44131131504177	2.6482778710709254	47.0	0.19267946571080397	1.0
Rv0094c	-	hypothetical protein Rv0094c 	14	110.92183215742969	96.0301837336681	-0.2079835084659915	417.0	0.7189946305291346	1.0
Rv0095c	-	hypothetical protein Rv0095c 	9	152.2505539594059	135.73721902271825	-0.1656311166699536	40.0	0.45748522940864145	1.0
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	143.58980816180892	198.8950348876011	0.4700539099583838	1597.0	0.8793764674005213	1.0
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	82.30029944735045	152.7844913457476	0.8925285225734583	554.5	0.33481176710611404	1.0
Rv0098	-	hypothetical protein Rv0098 	11	188.50068585450254	39.30931991466588	-2.2616264634944123	198.0	0.012888622980273053	1.0
Rv0099	fadD10	acyl-CoA synthetase 	32	87.38603223736202	83.49795543593541	-0.06566182650472141	395.5	0.9636860861988087	1.0
Rv0100	-	hypothetical protein Rv0100 	3	222.80081065455258	128.03734050304098	-0.7991898661805046	9.0	0.8948497241272901	1.0
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	221.39223410091452	396.0431349347744	0.8390529528295886	9216.0	0.43567852167115706	1.0
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	0	0	0	0.0	1.0	1.0
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	197.8487198670643	238.80836624384105	0.2714556491216439	1117.0	0.4108209348183611	1.0
Rv0104	-	hypothetical protein Rv0104 	27	160.3460379600538	214.14043052341148	0.41736850150102583	882.0	0.5204201678062722	1.0
Rv0105c	rpmB	50S ribosomal protein L28 	5	205.63408152721945	271.71560009929345	0.4020180031115885	14.0	0.6018449674634235	1.0
Rv0106	-	hypothetical protein Rv0106 	12	62.97800692150429	119.7358692820847	0.9269353992471929	102.5	0.09231484973250692	1.0
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	219.39809557116573	199.69691770892337	-0.13573893767295359	2532.0	0.4761944261532718	1.0
Rv0108c	-	hypothetical protein Rv0108c 	2	112.05040769229181	287.29915332824174	1.3584058431849895	5.0	0.5333333333333333	1.0
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	45.75016646070818	56.67130018866624	0.30884130943351024	352.0	0.5538309046808099	1.0
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	383.25593992062295	695.3478112465237	0.8594266390751247	206.0	0.45491984679775843	1.0
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	367.96467216255843	336.21249152617776	-0.13019393456968706	1972.0	0.41929226627435934	1.0
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	49.300179377331425	34.08985483991761	-0.5322504395549972	236.0	0.33725169728089033	1.0
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	255.72593045168517	90.36894221069535	-1.5006995155484344	40.5	0.41926999601955406	1.0
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	99.8628633482507	141.1838739561437	0.4995551346841813	121.0	0.8213626197424094	1.0
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	179.12418115011565	155.15265101809	-0.2072717616458726	604.0	0.7777127591828124	1.0
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	142.52993035589316	122.85561233916394	-0.21430114266490322	589.5	0.9027129540470366	1.0
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	103.61037698347484	62.80994753122153	-0.722103532512779	225.0	0.5390972128964359	1.0
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	104.04653241656807	151.42664732540763	0.5413902212906194	275.0	0.29708225189787907	1.0
Rv0119	fadD7	acyl-CoA synthetase 	13	0.0	3.724971072235336	2.240305496726223	0.5	0.468159909854428	1.0
Rv0120c	fusA2	elongation factor G 	27	63.05022940650602	77.2373182631468	0.2927964539497713	313.0	0.6307313911687848	1.0
Rv0121c	-	hypothetical protein Rv0121c 	10	100.61703275894179	133.9125155938788	0.4124162529996549	68.5	0.875217583666328	1.0
Rv0122	-	hypothetical protein Rv0122 	9	54.033529932829104	98.87886104890346	0.8718071912002592	90.0	0.3321719335833686	1.0
Rv0123	-	hypothetical protein Rv0123 	8	0	0	0	0.0	1.0	1.0
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	89.28782487126733	100.59378135618421	0.17200575086214873	119.0	0.7729285898328281	1.0
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	82.60030053889606	97.37471081859691	0.23740010783471305	134.5	0.44108961211630715	1.0
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	29.156356084590655	21.856182843598038	-0.4157689671469557	643.5	0.0643077932472135	1.0
Rv0127	-	hypothetical protein Rv0127 	30	0.0	49.95020946199311	5.671016172370847	1.5	1.0	1.0
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	160.38391688575402	216.48036757233592	0.4327067167988662	633.0	0.8827386396953221	1.0
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	28	746.1455719727674	73.11230224238186	-3.3512710389412903	656.0	8.165257583773948e-05	0.1085979258641935
Rv0130	-	hypothetical protein Rv0130 	4	89.62532609925617	29.1687464403807	-1.6194830769002913	42.0	0.3590470810697478	1.0
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	58.168961646149036	107.58888045411382	0.8872075234520728	429.0	0.31156158974606474	1.0
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	415.46817833607787	282.6326216409848	-0.555809989811626	314.5	0.6304722636466449	1.0
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	410.54435089705896	397.1995389081232	-0.047674135927727755	102.5	0.8688866364762312	1.0
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	129.417137547322	223.58307896924975	0.7887823343458794	221.0	0.21869778775388882	1.0
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	47.45017264613339	203.06266806617532	2.097439791037101	47.0	0.18515497441699647	1.0
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	185.23751608681323	203.9970894623597	0.13917225193440588	758.0	0.7393916600346471	1.0
Rv0137c	msrA	methionine sulfoxide reductase A 	11	71.18775901468115	117.72489707565369	0.7257183701720216	95.0	0.27052267627539406	1.0
Rv0138	-	hypothetical protein Rv0138 	6	513.6852023626544	598.3152703640015	0.22002136948883522	76.0	0.8559696935072086	1.0
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	366.7013342326052	580.9375397099639	0.6637775433825808	215.0	0.5770514430625335	1.0
Rv0140	-	hypothetical protein Rv0140 	15	402.18328151450163	320.8898526952809	-0.32577494216513536	249.5	0.8814466422938457	1.0
Rv0141c	-	hypothetical protein Rv0141c 	9	177.1606445940778	232.4691651413037	0.3919812173667793	51.5	0.944940755265874	1.0
Rv0142	-	hypothetical protein Rv0142 	6	20.040072915247908	144.12975736222984	2.846408565551073	26.5	0.1156801990888302	1.0
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	380.1585260533662	256.723217878594	-0.5663873694578749	949.5	0.5897313216363991	1.0
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	312.4011366628466	276.7390604628775	-0.1748734145154677	302.5	0.7955982486303071	1.0
Rv0145	-	hypothetical protein Rv0145 	15	174.0097240386319	177.9157920582102	0.03202664271120043	245.0	0.9579210689823104	1.0
Rv0146	-	hypothetical protein Rv0146 	16	331.38582112270836	383.8570158477373	0.21205714098278614	336.0	0.9802947913795181	1.0
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	232.23001162910472	383.40587390286987	0.7233180126175539	1116.0	0.8155726491938768	1.0
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	184.55692150522563	205.96357340823334	0.15832336129149766	487.0	0.766708401798079	1.0
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	125.00633718502208	154.05545543864466	0.30144853821353684	585.0	0.9420263878393617	1.0
Rv0150c	-	hypothetical protein Rv0150c 	4	2.6333429146782845	38.008326325297546	3.8513481914589365	14.0	0.5837288071172868	1.0
Rv0151c	PE1	PE FAMILY PROTEIN 	44	270.7299324117501	340.56980542162484	0.33109612933165417	2696.5	0.5239311556662136	1.0
Rv0152c	PE2	PE FAMILY PROTEIN 	40	309.48053780103476	392.97755634355934	0.3445982339107982	2433.0	0.63844344396347	1.0
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	25.933427691388676	30.6042124793707	0.2389173408732651	68.0	0.8376582504112291	1.0
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	31.044557399203068	44.5249632706012	0.5202740578159757	156.0	0.8710839832239771	1.0
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	39.18585686236457	64.69989791281223	0.7234303916218112	90.0	0.7508690770080871	1.0
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	205.60074807260327	252.34883123672654	0.2955738910073758	1.0	0.8	1.0
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	44.3001611849043	55.52242962003015	0.32575875255879294	213.5	0.7467292838214883	1.0
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	268.22764260548377	231.34769484487268	-0.21339520010435672	473.0	0.7647768355582878	1.0
Rv0159c	PE3	PE FAMILY PROTEIN 	50	288.40332207473847	333.7128772719743	0.21051957527248819	3483.0	0.30262704507185045	1.0
Rv0160c	PE4	PE FAMILY PROTEIN 	42	275.4810023299648	376.93971271582785	0.452380967677458	2120.0	0.21559227293812278	1.0
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	57.60020957676045	51.47291382088801	-0.1622606067636073	330.5	0.9026422902942959	1.0
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	43.2301572917249	129.22963504896072	1.579826957454319	150.0	0.22581388307395456	1.0
Rv0163	-	hypothetical protein Rv0163 	10	93.34033961622951	90.96234480580053	-0.03723127235649775	218.0	0.6650029216964661	1.0
Rv0164	TB18.5	hypothetical protein Rv0164 	8	332.201208704858	380.6739476289872	0.19649851632974433	2.0	1.0	1.0
